ID_ECG,TYPE_ANN,RHYTHM
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,+,(NOD
mitdb201,j,(NOD
mitdb201,j,(NOD
mitdb201,+,(N
mitdb201,N,(N
mitdb201,j,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(AFIB
mitdb201,V,(AFIB
mitdb201,a,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,a,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,N,(AFIB
mitdb201,+,(NOD
mitdb201,N,(NOD
mitdb201,j,(NOD
mitdb201,N,(NOD
mitdb201,j,(NOD
mitdb201,A,(NOD
mitdb201,j,(NOD
mitdb201,A,(NOD
mitdb201,+,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,J,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,x,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,+,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,+,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,+,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,+,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,a,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,+,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,N,(T
mitdb201,N,(T
mitdb201,V,(T
mitdb201,+,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,N,(N
mitdb201,V,(N
mitdb201,N,(N
mitdb201,N,(N
